maintenance_id,machine_id,maintenance_date,maintenance_type,technician_id,downtime_minutes,maintenance_cost,description
MAIN-0016305,M-008,2026-03-26,Emergency,EMP-00496,492,41358.48,Why toward building return it offer.
MAIN-0016306,M-013,2026-01-30,Preventive,EMP-00259,314,98778.17,Rate short market hand which.
MAIN-0016307,M-018,2025-02-08,Emergency,EMP-00351,190,77724.94,Attention her money table.
MAIN-0016308,M-006,2025-07-31,Corrective,EMP-00351,66,7356.92,Entire ready world animal along result.
MAIN-0016309,M-018,2025-08-22,Corrective,EMP-00267,477,29018.94,General focus economic lead above.
MAIN-0016310,M-012,2026-01-27,Corrective,EMP-00097,150,14491.31,Training case until child learn.
MAIN-0016311,M-007,2025-03-22,Corrective,EMP-00279,295,8657.98,Peace window true worker design.
MAIN-0016312,M-010,2025-01-15,Emergency,EMP-00274,496,8342.6,Then why those should close describe.
MAIN-0016313,M-011,2026-04-20,Emergency,EMP-00094,373,82350.08,Save camera ask center.
MAIN-0016314,M-012,2025-05-01,Preventive,EMP-00014,271,15642.02,Their out yourself house know evening difference.
MAIN-0016315,M-018,2025-06-20,Preventive,EMP-00109,459,21558.61,Though rather thank bed.
MAIN-0016316,M-007,2026-08-13,Corrective,EMP-00482,289,8133.68,Appear end lawyer bar.
MAIN-0016317,M-013,2026-04-29,Emergency,EMP-00471,404,25344.97,Exist democratic three account attack across.
MAIN-0016318,M-002,2024-11-12,Corrective,EMP-00053,392,73447.32,Activity remain per drive ok.
MAIN-0016319,M-009,2025-12-14,Preventive,EMP-00464,154,96689.88,Enjoy American and finish to evidence.
MAIN-0016320,M-012,2026-08-18,Corrective,EMP-00474,343,92884.79,Position name board property nearly long.
MAIN-0016321,M-001,2025-07-15,Preventive,EMP-00051,95,71519.76,Else skill fish mention just arm series even.
MAIN-0016322,M-012,2026-05-16,Preventive,EMP-00117,411,20216.04,Congress few news than several.
MAIN-0016323,M-005,2025-01-06,Preventive,EMP-00327,150,17311.4,Amount body civil card station foreign author how.
MAIN-0016324,M-002,2025-08-15,Corrective,EMP-00247,394,35149.47,Might on leader debate eight son.
MAIN-0016325,M-015,2025-06-11,Emergency,EMP-00397,97,42325.19,Understand experience instead image pretty.
MAIN-0016326,M-006,2025-03-28,Emergency,EMP-00212,481,14506.05,Across prepare statement ok agree.
MAIN-0016327,M-008,2025-09-25,Emergency,EMP-00390,310,76544.51,Get more thing produce federal.
MAIN-0016328,M-003,2025-05-07,Preventive,EMP-00177,32,26844.2,Individual ever Congress pressure learn participant interest.
MAIN-0016329,M-003,2025-04-06,Emergency,EMP-00091,197,82077.67,Able director book.
MAIN-0016330,M-002,2025-12-24,Emergency,EMP-00073,488,59958.04,Box development beyond table.
MAIN-0016331,M-003,2025-11-08,Emergency,EMP-00392,73,51369.33,Positive position American product nor.
MAIN-0016332,M-014,2025-08-10,Emergency,EMP-00268,448,94526.43,Source affect travel peace yes our day.
MAIN-0016333,M-004,2026-04-21,Corrective,EMP-00032,46,68474.59,Accept impact fine Democrat attention money.
MAIN-0016334,M-017,2025-02-11,Corrective,EMP-00479,165,78974.79,Truth shake glass him member.
MAIN-0016335,M-016,2025-09-21,Preventive,EMP-00103,216,44096.06,Toward audience person.
MAIN-0016336,M-001,2024-11-19,Preventive,EMP-00346,295,97027.9,Write quality area section.
MAIN-0016337,M-002,2025-12-25,Preventive,EMP-00345,343,64580.39,Seat each challenge lead describe language with.
MAIN-0016338,M-004,2025-01-14,Preventive,EMP-00117,118,44935.73,Society family any us.
MAIN-0016339,M-007,2025-04-28,Preventive,EMP-00108,276,98087.05,Among note believe sort law entire ready.
MAIN-0016340,M-016,2025-06-25,Preventive,EMP-00046,487,83332.43,Well game particular author effort.
MAIN-0016341,M-020,2025-05-28,Preventive,EMP-00463,163,47156.71,Industry audience start inside realize economic area color.
MAIN-0016342,M-006,2025-09-14,Preventive,EMP-00335,366,15948.99,Piece peace thank something test see.
MAIN-0016343,M-001,2026-08-23,Corrective,EMP-00034,168,49794.05,Also write finish large reason.
MAIN-0016344,M-006,2026-06-07,Emergency,EMP-00498,416,14297.78,Concern despite recent bring never ever.
MAIN-0016345,M-015,2024-09-27,Emergency,EMP-00370,56,77572.87,Society check reveal style.
MAIN-0016346,M-010,2025-11-13,Corrective,EMP-00166,431,35047.32,Despite worry act official since deal dinner.
MAIN-0016347,M-006,2025-05-25,Preventive,EMP-00102,34,87066.07,Base real open police Mrs.
MAIN-0016348,M-020,2026-02-20,Preventive,EMP-00030,337,46877.01,Recently rise allow compare rock.
MAIN-0016349,M-006,2024-10-15,Corrective,EMP-00157,192,6830.22,Find three about medical gun commercial the long.
MAIN-0016350,M-020,2026-01-18,Preventive,EMP-00257,519,43052.83,Site movie career majority agency.
MAIN-0016351,M-012,2025-10-02,Emergency,EMP-00265,258,63464.07,Contain good west.
MAIN-0016352,M-011,2024-11-06,Corrective,EMP-00420,235,91361.83,Anything free choice Republican agency a.
MAIN-0016353,M-004,2024-09-14,Emergency,EMP-00118,342,14914.13,Partner force order true.
MAIN-0016354,M-011,2025-05-27,Corrective,EMP-00291,96,64402.63,As will store large page lose from.
MAIN-0016355,M-008,2024-11-21,Corrective,EMP-00459,382,63424.11,Either medical student some.
MAIN-0016356,M-013,2026-04-12,Corrective,EMP-00068,473,19855.82,Training affect half throughout maybe machine former.
MAIN-0016357,M-013,2026-07-07,Corrective,EMP-00047,54,8464.65,Evening heart last knowledge degree floor.
MAIN-0016358,M-006,2026-04-30,Corrective,EMP-00378,426,25664.51,Half owner show water college cup.
MAIN-0016359,M-013,2026-06-16,Corrective,EMP-00066,525,27724.54,International white gun sport.
MAIN-0016360,M-004,2026-02-18,Preventive,EMP-00030,591,80958.24,Upon poor pretty create gun.
MAIN-0016361,M-019,2025-03-01,Emergency,EMP-00495,556,54380.91,Free down concern point.
MAIN-0016362,M-012,2025-12-10,Emergency,EMP-00143,39,57457.88,Member live seem house.
MAIN-0016363,M-018,2025-10-16,Corrective,EMP-00177,273,30795.01,East break opportunity across.
MAIN-0016364,M-014,2024-11-03,Emergency,EMP-00077,147,48622.22,Against law write cultural.
MAIN-0016365,M-015,2026-02-22,Corrective,EMP-00434,54,64614.04,Whose base up newspaper everyone.
MAIN-0016366,M-017,2025-07-24,Emergency,EMP-00313,474,72923.51,Six inside fine condition.
MAIN-0016367,M-005,2025-03-06,Corrective,EMP-00218,233,31024.58,Loss you share.
MAIN-0016368,M-018,2025-12-24,Corrective,EMP-00485,588,10463.45,Fine card interesting.
MAIN-0016369,M-016,2026-05-21,Preventive,EMP-00162,497,86745.74,Good size drive long that water project.
MAIN-0016370,M-014,2024-12-17,Emergency,EMP-00465,390,88995.88,All race at special exist nice former.
MAIN-0016371,M-012,2026-03-20,Corrective,EMP-00210,257,62345.48,According commercial short now police create.
MAIN-0016372,M-020,2026-03-24,Emergency,EMP-00187,196,62414.03,Ahead center discover end fear within population able.
MAIN-0016373,M-017,2025-11-09,Preventive,EMP-00244,191,62247.19,Understand chance thank wrong.
MAIN-0016374,M-009,2024-11-25,Corrective,EMP-00120,598,42016.21,Fund walk entire quite outside image lawyer.
MAIN-0016375,M-011,2024-11-01,Preventive,EMP-00165,58,70241.82,Left source even subject.
MAIN-0016376,M-009,2026-04-29,Emergency,EMP-00021,384,26344.95,Name interesting build agency standard.
MAIN-0016377,M-002,2026-06-18,Emergency,EMP-00117,54,50398.74,Reach teach so professor which.
MAIN-0016378,M-019,2025-10-12,Preventive,EMP-00127,357,9368.21,Institution improve office wait month staff.
MAIN-0016379,M-002,2025-05-01,Emergency,EMP-00332,455,79085.62,Chance there simply get bad.
MAIN-0016380,M-020,2026-07-01,Corrective,EMP-00206,453,26738.1,Across model TV system pick experience about.
MAIN-0016381,M-018,2024-12-04,Emergency,EMP-00126,562,37125.86,Cut garden strong hour something state whom.
MAIN-0016382,M-015,2026-02-06,Corrective,EMP-00403,184,29983.7,Management morning per course.
MAIN-0016383,M-003,2025-08-07,Preventive,EMP-00058,152,15967.32,Hour prevent letter tonight wear do manager.
MAIN-0016384,M-015,2025-02-23,Preventive,EMP-00498,230,38938.49,His ready north site later management rock difficult.
MAIN-0016385,M-017,2026-06-23,Preventive,EMP-00327,78,99954.39,Force four character federal.
MAIN-0016386,M-018,2026-02-26,Corrective,EMP-00219,416,63002.5,They oil national want.
MAIN-0016387,M-012,2025-06-09,Preventive,EMP-00398,295,45476.39,Defense policy too just administration inside would.
MAIN-0016388,M-009,2025-01-18,Emergency,EMP-00323,530,68465.64,Left rate book what.
MAIN-0016389,M-004,2025-03-22,Corrective,EMP-00473,593,58280.27,Same mother than weight animal.
MAIN-0016390,M-001,2025-12-28,Emergency,EMP-00435,290,53478.34,White analysis teach.
MAIN-0016391,M-004,2026-01-10,Emergency,EMP-00119,482,60812.19,Away continue quality yourself visit certainly.
MAIN-0016392,M-016,2025-09-25,Corrective,EMP-00137,139,87494.01,Foot smile he glass play indeed.
MAIN-0016393,M-004,2024-11-15,Corrective,EMP-00207,274,30838.34,Box season provide development room month teach realize.
MAIN-0016394,M-003,2024-12-13,Corrective,EMP-00099,424,31943.08,National staff difficult move.
MAIN-0016395,M-013,2026-03-12,Preventive,EMP-00086,262,34949.9,How during peace evidence keep forget reach such.
MAIN-0016396,M-002,2025-09-14,Preventive,EMP-00150,261,63227.72,Heart I animal.
MAIN-0016397,M-004,2026-07-15,Corrective,EMP-00232,30,85303.39,Reason crime level four prepare.
MAIN-0016398,M-007,2026-06-16,Preventive,EMP-00407,178,82490.87,Worker nothing during between poor deal down one.
MAIN-0016399,M-019,2026-05-01,Corrective,EMP-00102,321,70085.75,Yes reflect particularly room poor.
MAIN-0016400,M-007,2025-09-03,Preventive,EMP-00015,370,62190.63,Father gas open better agree return paper.
MAIN-0016401,M-004,2025-01-20,Preventive,EMP-00079,548,89821.81,Official ever kid while reality truth lot.
MAIN-0016402,M-014,2025-03-18,Emergency,EMP-00454,265,50906.01,Play hand newspaper fire purpose act.
MAIN-0016403,M-008,2024-08-26,Emergency,EMP-00376,581,7115.29,Use car theory determine at mind level.
MAIN-0016404,M-017,2026-02-10,Preventive,EMP-00033,42,59171.36,Raise their probably.
MAIN-0016405,M-004,2025-09-23,Corrective,EMP-00217,77,34403.26,Much her blood unit.
MAIN-0016406,M-012,2025-03-30,Emergency,EMP-00109,48,31996.51,Newspaper hear see training including plan fight.
MAIN-0016407,M-008,2026-07-30,Corrective,EMP-00257,470,44561.37,Issue minute collection later yeah.
MAIN-0016408,M-005,2026-03-05,Preventive,EMP-00098,480,81915.26,Physical everybody wrong.
MAIN-0016409,M-002,2026-04-23,Emergency,EMP-00065,311,74437.23,House opportunity laugh talk wonder tough true.
MAIN-0016410,M-011,2026-05-10,Corrective,EMP-00317,384,13836.37,Crime pass term begin.
MAIN-0016411,M-002,2026-05-06,Corrective,EMP-00202,84,22377.87,Southern individual nor fact heart.
MAIN-0016412,M-019,2026-02-02,Emergency,EMP-00430,373,10508.96,Western foot walk girl light figure window.
MAIN-0016413,M-008,2025-02-05,Corrective,EMP-00336,83,62594.85,Believe possible music analysis.
MAIN-0016414,M-007,2025-08-11,Emergency,EMP-00429,443,5911.03,Close after whole.
MAIN-0016415,M-004,2026-02-26,Corrective,EMP-00285,154,94226.88,Specific billion simple.
MAIN-0016416,M-007,2024-12-23,Preventive,EMP-00076,82,7578.55,Piece piece much tend chair.
MAIN-0016417,M-012,2025-10-09,Preventive,EMP-00073,41,23953.2,Structure option cell interest.
MAIN-0016418,M-009,2026-02-07,Emergency,EMP-00013,225,35463.8,Itself newspaper idea interest action west western.
MAIN-0016419,M-015,2025-04-26,Corrective,EMP-00230,355,58445.37,Why gas have mother event situation.
MAIN-0016420,M-008,2025-06-13,Corrective,EMP-00177,408,98326.73,Stuff industry when summer inside television herself administration.
MAIN-0016421,M-015,2025-08-30,Emergency,EMP-00122,106,16944.01,Learn authority difference cup win security church.
MAIN-0016422,M-005,2024-11-08,Corrective,EMP-00014,478,46603.07,Same late top whether business even tough.
MAIN-0016423,M-012,2025-01-08,Preventive,EMP-00172,175,97830.65,Eat fund they top.
MAIN-0016424,M-013,2025-02-10,Preventive,EMP-00364,220,90113.26,Pull few turn avoid.
MAIN-0016425,M-016,2025-08-04,Corrective,EMP-00254,394,14730.92,Term art gun simple forward team later.
MAIN-0016426,M-017,2025-07-01,Emergency,EMP-00453,231,88989.62,Property both follow true energy baby.
MAIN-0016427,M-005,2025-02-10,Preventive,EMP-00164,146,83625.89,Size number describe effort second join.
MAIN-0016428,M-018,2025-05-18,Preventive,EMP-00192,406,90214.12,Detail team price.
MAIN-0016429,M-014,2026-03-27,Emergency,EMP-00253,47,25982.47,Usually present offer worry.
MAIN-0016430,M-004,2026-04-27,Corrective,EMP-00395,87,56674.36,Little car movement kind focus anything option.
MAIN-0016431,M-016,2025-09-05,Corrective,EMP-00443,567,93012.57,Study certainly stay religious middle give left in.
MAIN-0016432,M-004,2024-10-28,Preventive,EMP-00491,175,48810.77,Pull draw affect oil poor what.
MAIN-0016433,M-002,2025-07-19,Emergency,EMP-00192,416,81899.86,Require seem clearly able.
MAIN-0016434,M-016,2026-08-08,Corrective,EMP-00236,540,65421.68,To eight stage rule.
MAIN-0016435,M-002,2024-10-02,Corrective,EMP-00481,589,40867.78,Can toward remember maybe range idea movement.
MAIN-0016436,M-009,2026-02-06,Emergency,EMP-00209,500,83785.43,Computer imagine boy study suffer.
MAIN-0016437,M-008,2024-12-01,Emergency,EMP-00267,162,53267.07,Near ahead image like less read teacher.
MAIN-0016438,M-016,2025-06-19,Emergency,EMP-00312,361,41637.89,Information late fund.
MAIN-0016439,M-013,2025-06-04,Corrective,EMP-00430,55,69553.39,Station officer exactly deal.
MAIN-0016440,M-003,2024-09-15,Emergency,EMP-00405,143,79218.17,Second about less cultural fast real.
MAIN-0016441,M-015,2025-08-18,Preventive,EMP-00184,366,40232.72,Right individual be evidence piece effort former.
MAIN-0016442,M-018,2026-06-13,Preventive,EMP-00230,586,49223.67,Toward walk glass short green down.
MAIN-0016443,M-007,2025-07-01,Emergency,EMP-00358,77,12657.12,Exist beautiful city book affect.
MAIN-0016444,M-011,2026-04-15,Preventive,EMP-00361,484,70178.07,Give enter station huge car per.
MAIN-0016445,M-010,2025-10-15,Preventive,EMP-00286,570,90426.08,Government spring own.
MAIN-0016446,M-013,2025-11-20,Corrective,EMP-00319,100,86763.33,Shoulder sister hair sure probably.
MAIN-0016447,M-013,2025-07-08,Preventive,EMP-00177,57,61028.95,Official think effort.
MAIN-0016448,M-003,2024-09-12,Corrective,EMP-00102,114,33260.05,Send trial its theory down between main.
MAIN-0016449,M-001,2026-06-28,Corrective,EMP-00455,296,24390.08,Serious person cause cost race.
MAIN-0016450,M-006,2025-10-21,Preventive,EMP-00111,360,56857.83,Then represent policy foot win end sort.
MAIN-0016451,M-001,2026-02-01,Preventive,EMP-00315,86,51116.55,Trouble white rate light.
MAIN-0016452,M-009,2026-06-15,Emergency,EMP-00317,504,17873.07,Mind get happy.
MAIN-0016453,M-012,2025-12-08,Emergency,EMP-00446,330,49283.77,Name tough thought foreign.
MAIN-0016454,M-019,2025-03-05,Emergency,EMP-00409,546,34945.4,Sea business always stop hundred read everybody.
MAIN-0016455,M-010,2025-08-16,Emergency,EMP-00250,577,75222.69,Citizen still institution imagine.
MAIN-0016456,M-009,2024-10-22,Corrective,EMP-00454,190,65665.06,Space meeting property order it soldier new.
MAIN-0016457,M-001,2024-09-16,Corrective,EMP-00371,267,75035.61,Point form large.
MAIN-0016458,M-009,2026-03-24,Corrective,EMP-00168,590,54691.21,I table simple accept structure reach.
MAIN-0016459,M-007,2025-12-12,Corrective,EMP-00209,295,51554.98,Including page line.
MAIN-0016460,M-008,2025-07-25,Preventive,EMP-00077,379,28241.54,Various for through professional.
MAIN-0016461,M-001,2026-03-19,Preventive,EMP-00436,164,92388.58,Pressure important generation pattern decade leader oil.
MAIN-0016462,M-014,2025-02-26,Corrective,EMP-00218,531,87203.49,Interesting campaign yard final no it.
MAIN-0016463,M-003,2026-05-05,Corrective,EMP-00458,509,48516.76,Detail voice since risk occur.
MAIN-0016464,M-003,2025-08-13,Emergency,EMP-00272,360,50854.76,Himself real every here item citizen since.
MAIN-0016465,M-015,2024-09-17,Emergency,EMP-00161,102,96580.68,Physical lose seek local term choice.
MAIN-0016466,M-009,2024-10-17,Emergency,EMP-00107,591,40495.89,Course full throughout let dream tend floor.
MAIN-0016467,M-007,2024-10-01,Emergency,EMP-00057,330,55340.38,Pm yourself none few role training writer.
MAIN-0016468,M-008,2026-04-12,Preventive,EMP-00254,568,41573.24,Bag road your food ten.
MAIN-0016469,M-017,2026-05-10,Corrective,EMP-00345,379,20890.57,Sign rule everyone voice floor outside concern.
MAIN-0016470,M-013,2025-06-21,Emergency,EMP-00215,85,57057.16,Production be level different particularly good scene.
MAIN-0016471,M-011,2025-10-14,Preventive,EMP-00174,462,65191.54,Institution girl growth stock leave.
MAIN-0016472,M-006,2025-03-21,Corrective,EMP-00264,588,22920.41,Dinner art let human.
MAIN-0016473,M-011,2025-10-09,Preventive,EMP-00047,367,74174.04,Attack must anything number mission sing simply.
MAIN-0016474,M-007,2025-05-09,Emergency,EMP-00392,542,40600.57,Heavy computer animal particularly.
MAIN-0016475,M-008,2026-07-16,Corrective,EMP-00500,598,75202.67,Whom serve herself white.
MAIN-0016476,M-007,2026-04-26,Emergency,EMP-00195,572,61444.32,Although do from hit can class wind.
MAIN-0016477,M-004,2025-02-14,Emergency,EMP-00264,476,91971.25,Throw tonight should because sometimes number.
MAIN-0016478,M-013,2024-12-23,Emergency,EMP-00374,557,6170.47,Fact gun seek various decide response.
MAIN-0016479,M-005,2024-08-26,Preventive,EMP-00182,76,29463.53,Around drop form national should manager.
MAIN-0016480,M-019,2026-04-13,Corrective,EMP-00495,408,86992.02,Million source more involve give business.
MAIN-0016481,M-006,2026-02-03,Preventive,EMP-00111,188,79593.83,Employee need dinner story party indicate.
